"entity","device","lat","lng"
"VDP","AFS100","18.7969471599999984 "," 98.9800876000000045"
"VDP","AFS101","13.7436312699999998 "," 100.57174843"
"VDP","AFS102","13.5855676400000007 "," 100.751058580000006"
"VDP","AFS103","13.9041385799999997 "," 100.527249710000007"
"VDP","AFS104","13.7328590399999992 "," 100.492444370000001"
"VDP","AFS105","13.58452913 "," 100.607858879999995"
"VDP","AFS106","13.6375020300000003 "," 100.593189710000004"
"VDP","AFS107","13.6793313199999993 "," 100.435659389999998"
"VDP","AFS108","13.6792887899999993 "," 100.436013599999995"
"VDP","AFS109","13.5858804899999992 "," 100.750996200000003"
"VDP","AFS110","13.6830098200000005 "," 100.49209166"
"VDP","AFS111","13.8804702199999994 "," 100.410212209999997"
"VDP","AFS112","13.8441308500000009 "," 100.510342080000001"
"VDP","AFS113","13.5857867999999993 "," 100.751239620000007"
"VDP","AFS114","13.8169628299999996 "," 100.719051219999997"
"VDP","AFS115","13.6532263300000007 "," 100.521414519999993"
"VDP","AFS116","13.97293187 "," 100.396142240000003"
"VDP","AFS117","13.9730269099999997 "," 100.395831529999995"
"VDP","AFS118","13.89370291 "," 100.560262539999997"
"VDP","AFS119","13.7915659599999998 "," 100.548758849999999"
"VDP","AFS120","13.9338650400000006 "," 100.682504530000003"
"VDP","AFS121","13.8838906499999997 "," 100.407163839999996"
"VDP","AFS122","13.7081636899999992 "," 100.366887030000001"
"VDP","AFS123","13.6820716499999993 "," 101.064734990000005"
"VDP","AFS124","13.8130604600000009 "," 100.072720039999993"
"VDP","AFS125","14.3188004400000004 "," 100.611727169999995"
"VDP","AFS126","13.7058437600000005 "," 100.276986460000003"
"VDP","AFS127","13.4113094400000001 "," 100.020228099999997"
"VDP","AFS128","13.6912930599999996 "," 101.055675530000002"
"VDP","AFS129","13.9026467799999995 "," 101.575030260000005"
"VDP","AFS130","12.6987734799999998 "," 101.268489459999998"
"VDP","AFS131","13.5858378299999991 "," 100.750987039999998"
"VDP","AFS132","12.7018246799999996 "," 100.888853139999995"
"VDP","AFS133","12.91598471 "," 100.893891920000002"
"VDP","AFS134","13.3159294300000006 "," 100.960742080000003"
"VDP","AFS135","13.3378679800000004 "," 100.970247439999994"
"VDP","AFS136","13.3049652100000007 "," 101.118614919999999"
"VDP","AFS137","13.32397776 "," 100.965199830000003"
"VDP","AFS138","13.5857787699999992 "," 100.751098010000007"
"VDP","AFS139","13.6648231899999999 "," 100.436688579999995"
"VDP","AFS140","13.5858517299999999 "," 100.751342690000001"
"VDP","AFS141","13.8095116000000004 "," 100.567813130000005"
"VDP","AFS142","9.52105126000000013 "," 100.056017510000004"
"VDP","AFS143","13.5856298199999994 "," 100.751501219999994"
"VDP","AFS144","14.0713973200000009 "," 100.612652319999995"
"VDP","AFS146","16.4261706300000014 "," 102.830430629999995"
"VDP","AFS147","9.33852970000000049 "," 99.7550345599999986"
"VDP","AFS148","13.5854733900000006 "," 100.751092810000003"
"VDP","AFS149","14.9056134100000008 "," 103.143798480000001"
"VDP","AFS150","13.87253516 "," 100.48164543"
"VDP","AFS151","9.32910983000000016 "," 99.7440119500000009"
"VDP","AFS152","9.5707829499999999 "," 99.9962553600000064"
"VDP","AFS153","9.06770470999999922 "," 99.3618823999999989"
"VDP","AFS154","13.7437835600000007 "," 100.533352579999999"
"VDP","AFS155","9.33023904999999942 "," 99.7441409799999974"
"VDP","AFS156","9.52996304000000016 "," 100.062230369999995"
"VDP","AFS157","9.33759176999999951 "," 99.7573199400000021"
"VDP","AFS158","13.58549702 "," 100.750994660000003"
"VDP","AFS159","13.5854355000000009 "," 100.75103781"
"VDP","AFS160","13.5858819700000009 "," 100.751186439999998"
"VDP","AFS161","13.5855794000000003 "," 100.751054420000003"
"VDP","AFS162","13.5854903599999997 "," 100.751122769999995"
"VDP","AFS163","13.8172437600000002 "," 100.557575369999995"
"VDP","AFS164","14.3835141600000007 "," 100.83592299"
"VDP","AFS165","13.5856687600000008 "," 100.751153130000006"
"VDP","AFS166","13.5857523600000007 "," 100.751294040000005"
"VDP","AFS167","15.5124402499999992 "," 104.730433300000001"
"VDP","AFS168","14.0508033099999992 "," 99.5055598299999957"
"VDP","AFS169","14.0251914299999996 "," 99.5381095799999969"
"VDP","AFS170","13.8173790600000004 "," 99.8710614999999962"
"VDP","AFS171","13.6436945400000003 "," 100.713537119999998"
"VDP","AFS172","16.8497116899999995 "," 100.334373510000006"
"VDP","AFS173","13.6903607600000008 "," 100.370954010000005"
"VDP","AFS174","14.0254062200000007 "," 100.744100360000004"
"VDP","AFS175","13.9350380699999992 "," 100.711990729999997"
"VDP","AFS176","13.6989102900000006 "," 100.483245980000007"
"VDP","AFS177","13.6681070600000005 "," 100.635297609999995"
"VDP","AFS178","13.5857063599999996 "," 100.751139960000003"
"VDP","AFS179","13.8099528599999992 "," 100.737576799999999"
"VDP","AFS180","13.5857353100000005 "," 100.751020429999997"
"VDP","AFS181","13.8550140099999997 "," 100.854973319999999"
"VDP","AFS182","13.9910893099999996 "," 100.617882629999997"
"VDP","AFS183","14.0327029999999997 "," 100.662582229999998"
"VDP","AFS184","13.6763472900000007 "," 100.544317739999997"
"VDP","AFS185","13.5858178800000005 "," 100.751025049999996"
"VDP","AFS186","13.6637800400000007 "," 100.791187500000007"
"VDP","AFS187","13.8616303999999992 "," 100.503430210000005"
"VDP","AFS188","13.5856862500000002 "," 100.75117779"
"VDP","AFS189","14.0051130599999993 "," 100.519988069999997"
"VDP","AFS190","13.8617014199999993 "," 100.618134440000006"
"VDP","AFS191","13.6641757300000002 "," 100.789474589999998"
"VDP","AFS192","13.7696985000000005 "," 100.658227659999994"
"VDP","AFS193","13.8079858099999999 "," 100.726996420000006"
"VDP","AFS194","13.8039005600000007 "," 100.547979909999995"
"VDP","AFS195","14.8392969400000005 "," 103.065542649999998"
"VDP","AFS196","14.9710696999999993 "," 103.081700819999995"
"VDP","AFS197","13.5855257700000003 "," 100.751131950000001"
"VDP","AFS198","13.5855157700000007 "," 100.751034020000006"
"VDP","AFS199","13.5855120899999999 "," 100.751130489999994"
"VDP","AFS200","9.48107876999999988 "," 99.924874200000005"
"VDP","AFS201","7.0533063699999996 "," 100.377867980000005"
"VDP","AFS202","13.5857898200000005 "," 100.751297230000006"
"VDP","AFS203","9.48107689000000065 "," 99.924893130000001"
"VDP","AFS204","14.8931681200000003 "," 103.145075719999994"
"VDP","AFS205","12.6804950900000009 "," 101.247631100000007"
"VDP","AFS206","19.549024450000001 "," 99.7417407700000069"
"VDP","AFS207","13.5854965300000003 "," 100.751246030000004"
"VDP","AFS208","13.5854741099999998 "," 100.751108149999993"
"VDP","AFS209","13.6626782500000008 "," 100.4403717"
"VDP","AFS210","8.43819543999999944 "," 99.9009404300000057"
"VDP","AFS211","13.5849404899999993 "," 100.750703110000003"
"VDP","AFS212","13.5856528900000004 "," 100.751187389999998"
"VDP","AFS213","13.5858798299999997 "," 100.749416030000006"
"VDP","AFS214","8.43018681999999941 "," 99.9670975300000038"
"VDP","AFS215","13.9983376100000001 "," 100.616702200000006"
"VDP","AFS216","13.7936409900000001 "," 100.57339073"
"VDP","AFS217","17.4172608800000006 "," 102.778845700000005"
"VDP","AFS218","13.5855538100000004 "," 100.751087080000005"
"VDP","AFS219","13.7594314200000003 "," 100.371002680000004"
"VDP","AFS220","13.5856025599999999 "," 100.751192950000004"
"VDP","AFS221","14.0251182199999995 "," 99.5381422199999975"
"VDP","AFS222","14.9988267799999999 "," 102.057933689999999"
"VDP","AFS223","13.7882912999999991 "," 100.40420202"
"VDP","AFS224","13.8158297900000004 "," 100.564867449999994"
"VDP","AFS225","13.6998367499999993 "," 100.683861980000003"
"VDP","AFS226","19.5505247599999983 "," 99.7408231999999941"
"VDP","AFS227","8.38376622000000005 "," 99.978559379999993"
"VDP","AFS228","13.58664907 "," 100.729907420000004"
"VDP","AFS229","18.5891827599999999 "," 99.0430725500000051"
"VDP","AFS230","16.4678654100000017 "," 102.834313739999999"
"VDP","AFS231","13.5857569799999993 "," 100.751208410000004"
"VDP","AFS232","15.2662359900000002 "," 104.845598699999996"
"VDP","AFS233","13.5857158400000007 "," 100.751087139999996"
"VDP","AFS234","13.5854164900000001 "," 100.751128980000004"
