"device","type_device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VFE760","VFE","13.7394062699999999 "," 100.649177980000005","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",32.0,2,5,14,4,22,12
"VFE1491","VFE","14.0389591399999993 "," 100.493530410000005","ภาคกลาง","VEND","เอส-โคล่า",22.0,2,11,51,1,19,12
"VFE1015","VFE","14.2341064300000006 "," 100.694199370000007","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",18.0,2,13,24,1,12,12
"VFE762","VFE","14.0634288000000005 "," 100.668789009999998","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",22.0,2,10,20,5,16,12
"VFE2227","VFE","13.6685536299999999 "," 100.484311869999999","ภาคกลาง","VEND","โค้ก-ซีโร่ 245ml. (1x12)",24.0,2,19,58,4,22,12
"VFE2227","VFE","13.6685536299999999 "," 100.484311869999999","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",20.0,2,0,57,6,24,12
"VFE2227","VFE","13.6685536299999999 "," 100.484311869999999","ภาคกลาง","VEND","เอส-โคล่า",22.0,2,1,18,3,28,12
"VFE138","VFE","13.7467640299999996 "," 100.538016959999993","ภาคกลาง","VEND","เอ็ม-150",24.0,2,17,4,1,12,12
"VFE2235","VFE","14.3544234900000003 "," 100.612017829999999","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",20.0,2,15,25,4,22,12
"VFE1230","VFE","13.7779997299999994 "," 100.674120250000001","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",24.0,2,21,10,6,10,12
"VFE1380","VFE","13.35633874 "," 100.98214213","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",22.0,2,12,31,6,24,12
"VFE2235","VFE","14.3544234900000003 "," 100.612017829999999","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",32.0,2,13,27,6,24,12
"VFE770","VFE","13.6443500800000006 "," 100.714311440000003","ภาคกลาง","VEND","คาราบาวแดง",20.0,2,7,59,1,19,12
"VFE2235","VFE","14.3544234900000003 "," 100.612017829999999","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",32.0,2,13,41,5,23,12
"VFE771","VFE","13.9449244599999993 "," 100.380065119999998","ภาคกลาง","VEND","ซีวิท-เลมอน",34.0,2,9,11,4,29,12
"VFE1803","VFE","13.6184599800000008 "," 100.531261850000007","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",20.0,2,19,26,5,30,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",30.0,2,8,31,4,15,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",18.0,2,19,0,0,18,12
"VFE2256","VFE","13.0200562800000004 "," 100.935366509999994","ภาคกลาง","VEND","บิ๊กกรีนที",24.0,2,18,53,1,12,12
"VFE1807","VFE","13.1192711400000004 "," 100.907345539999994","ภาคกลาง","VEND","เอ็ม-150",20.0,2,13,11,4,22,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",20.0,2,12,43,6,17,12
"VFE2261","VFE","13.7226143700000005 "," 100.520174400000002","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",26.0,2,9,33,4,22,12
"VFE2261","VFE","13.7226143700000005 "," 100.520174400000002","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",20.0,2,14,1,4,15,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","ซีวิท-ออเร้นจ์",32.0,2,9,29,4,22,12
"VFE1578","VFE","13.6681385399999993 "," 100.486312609999999","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",30.0,2,7,47,0,18,12
"VFE1807","VFE","13.1192711400000004 "," 100.907345539999994","ภาคกลาง","VEND","ซีวิท-ออเร้นจ์",32.0,2,13,14,3,21,12
"VFE1807","VFE","13.1192711400000004 "," 100.907345539999994","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",20.0,2,11,35,4,22,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",18.0,2,16,56,0,4,12
"VFE1809","VFE","13.7073247499999997 "," 100.355421079999999","ภาคกลาง","VEND","เอ็ม-150",20.0,2,9,42,5,23,12
"VFE2263","VFE","13.5858532699999994 "," 100.751204049999998","ภาคกลาง","VEND","UFC- เฉาก๊วย",30.0,2,12,42,2,27,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",20.0,2,12,43,6,17,12
"VFE1809","VFE","13.7073247499999997 "," 100.355421079999999","ภาคกลาง","VEND","เลมอนโซดา ตราสิงห์ ขนาด 330cc.",32.0,2,8,9,4,22,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",20.0,2,16,18,3,14,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","ซีวิท-ออเร้นจ์",32.0,2,14,5,1,12,12
"VFE1578","VFE","13.6681385399999993 "," 100.486312609999999","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",30.0,2,8,52,6,24,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",20.0,2,17,3,0,11,12
"VFE227","VFE","13.5993763399999992 "," 100.765569040000003","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",30.0,2,9,27,6,31,12
"VFE1579","VFE","13.6679421600000008 "," 100.485690500000004","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",24.0,2,20,53,3,28,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",20.0,2,15,28,0,18,12
"VFE1579","VFE","13.6679421600000008 "," 100.485690500000004","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",20.0,2,20,53,3,28,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",20.0,2,12,50,1,12,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","611 น้ำวิตามินซี (Six.Eleven)",20.0,2,12,26,0,25,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",30.0,2,8,12,4,15,12
"VFE1380","VFE","13.35633874 "," 100.98214213","ภาคกลาง","VEND","เบอร์ดี้เอสเปรสโซ",30.0,2,23,1,0,11,12
"VFE2278","VFE","13.6888871999999999 "," 100.646219070000001","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",22.0,2,4,9,1,12,12
"VFE2278","VFE","13.6888871999999999 "," 100.646219070000001","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",22.0,2,4,5,1,19,12
"VFE1380","VFE","13.35633874 "," 100.98214213","ภาคกลาง","VEND","บิ๊กกรีนที",20.0,2,21,43,5,30,12
"VFE2280","VFE","13.7214183999999992 "," 100.782939970000001","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",22.0,2,17,28,5,23,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","611 เอ็มจอยml ลิ้นจี่",20.0,2,12,51,1,12,12
"VFE2280","VFE","13.7214183999999992 "," 100.782939970000001","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",32.0,2,22,1,2,6,12
"VFE2282","VFE","13.7633130799999996 "," 100.568095310000004","ภาคกลาง","VEND","โค้ก-ซีโร่ 245ml. (1x12)",28.0,2,4,38,2,13,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",20.0,2,16,22,3,7,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","ซีวิท-ออเร้นจ์",32.0,2,9,13,4,1,12
"VFE2292","VFE","13.6192434599999999 "," 100.385595769999995","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",20.0,2,19,7,3,14,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",18.0,2,9,29,5,23,12
"VFE1587","VFE","14.3310160799999995 "," 100.611622479999994","ภาคกลาง","VEND","เอ็ม-150",24.0,2,11,42,1,12,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.",20.0,2,8,20,3,7,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","ชเวปส์",32.0,2,8,13,1,19,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",26.0,2,19,17,4,8,12
"VFE1878","VFE","13.8329985999999998 "," 100.616575350000005","ภาคกลาง","VEND","เป๊ปซี่-สลิม",28.0,2,11,38,2,20,12
"VFE1380","VFE","13.35633874 "," 100.98214213","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",30.0,2,7,7,3,28,12
"VFE1380","VFE","13.35633874 "," 100.98214213","ภาคกลาง","VEND","ลิปตัน ไอซ์ที",30.0,2,14,4,6,3,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",30.0,2,9,28,5,23,12
"VFE1878","VFE","13.8329985999999998 "," 100.616575350000005","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",24.0,2,16,14,3,21,12
"VFE1594","VFE","14.3297197599999997 "," 100.610659330000004","ภาคกลาง","VEND","เป๊ปซี่-สลิม",30.0,2,15,22,5,30,12
"VFE231","VFE","13.7121188499999995 "," 100.41789181","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",22.0,2,6,25,0,25,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",20.0,2,12,14,4,15,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","ชเวปส์",32.0,2,10,40,5,23,12
"VFE1878","VFE","13.8329985999999998 "," 100.616575350000005","ภาคกลาง","VEND","เอ็ม-150",22.0,2,10,57,5,16,12
"VFE1384","VFE","13.7607909500000005 "," 100.469977049999997","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",22.0,2,18,8,4,15,12
"VFE816","VFE","12.9691992200000001 "," 101.217335289999994","ภาคใต้","VEND","เนสกาแฟ - ลาเต้",32.0,2,7,49,2,27,12
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",20.0,2,22,2,5,9,12
"VFE2336","VFE","13.6191919699999993 "," 100.38563259","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",24.0,2,18,44,4,15,12
"VFE841","VFE","13.7594049599999995 "," 100.541816359999999","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",24.0,2,23,5,0,25,12
"VFE2338","VFE","13.6207867900000004 "," 100.755539279999994","ภาคกลาง","VEND","เอ็ม-150",22.0,2,7,30,5,9,12
"VFE854","VFE","14.23491763 "," 100.694229140000004","ภาคกลาง","VEND","เอ็ม-150",20.0,2,8,19,6,24,12
"VFE861","VFE","13.6586416199999992 "," 100.716272979999999","ภาคกลาง","VEND","เป๊ปซี่-สลิม",30.0,2,21,28,1,19,12
"VFE1595","VFE","13.7479998499999994 "," 100.479928889999996","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",22.0,2,17,17,6,31,12
"VFE890","VFE","13.59878009 "," 100.506693569999996","ภาคกลาง","VEND","บิ๊กกรีนที",22.0,2,20,38,3,28,12
"VFE1391","VFE","13.6425484600000004 "," 100.632526400000003","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",22.0,2,2,51,6,31,12
"VFE2343","VFE","12.6954618900000007 "," 101.267808599999995","ภาคใต้","VEND","โค้ก-สลิม (1x24)",30.0,2,21,49,2,20,12
"VFE1391","VFE","13.6425484600000004 "," 100.632526400000003","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",24.0,2,18,31,6,17,12
"VFE935","VFE","13.0920223300000007 "," 100.929368550000007","ภาคกลาง","VEND","บิ๊กกรีนที",26.0,2,16,24,3,14,12
"VFE1608","VFE","13.6869628599999995 "," 100.611713800000004","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",16.0,2,15,47,5,30,12
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","611 น้ำเกลือแร่ (Six.Eleven)",20.0,2,11,28,3,7,12
"VFE2345","VFE","13.5858129600000002 "," 100.751239310000003","ภาคกลาง","VEND","เอ็ม-150",24.0,2,12,3,4,29,12
"VFE945","VFE","14.06552252 "," 100.654934229999995","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",20.0,2,15,53,1,5,12
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",30.0,2,7,45,3,21,12
"VFE946","VFE","13.9323281899999998 "," 100.748474430000002","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",22.0,2,14,42,4,15,12
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เอ็ม-150",20.0,2,13,6,6,10,12
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","ลิปตัน ไอซ์ที",30.0,2,9,33,2,27,12
"VFE2353","VFE","13.9228411199999993 "," 100.515859629999994","ภาคกลาง","VEND","เอ็ม-150",20.0,2,11,42,6,3,12
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",20.0,2,7,57,3,28,12
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","ซีวิท-ออเร้นจ์",32.0,2,7,50,3,28,12
"VFE2358","VFE","13.8145668799999992 "," 100.718697700000007","ภาคกลาง","VEND","เอ็ม-150",20.0,2,9,37,1,26,12
"VFE984","VFE","13.5856415699999999 "," 100.751059240000004","ภาคกลาง","VEND","คาราบาวแดง",24.0,2,18,23,5,23,12
"VFE2358","VFE","13.8145668799999992 "," 100.718697700000007","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",30.0,2,5,46,2,27,12
"VFE1401","VFE","12.9492985699999998 "," 100.890237189999993","ภาคใต้","VEND","เอ็ม-150",26.0,2,16,38,0,18,12
"VFS1032","VFS","13.1042033999999994 "," 100.897402940000006","ภาคกลาง","VEND","เทสโตแผ่นเรียบ รสสาหร่ายญี่ปุ่น 52 กรัม",36.0,2,15,57,6,10,12
"VFS1032","VFS","13.1042033999999994 "," 100.897402940000006","ภาคกลาง","VEND","สแน็คแจ๊ค",20.0,2,15,34,2,13,12
"VFS1032","VFS","13.1042033999999994 "," 100.897402940000006","ภาคกลาง","VEND","เลย์ รสมันฝรั่งแท้ออริจินัลแผ่นหยัก",40.0,2,16,13,3,28,12
