"device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VDC67142","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,13,28,2,27,12
"VDC67216","0 "," 0","Offline","AIS","Top up TELCO",650.0,3,8,39,0,30,10
"AJT64715","0 "," 0","Offline","TMNTOPUP","Top up Wallet",110.0,3,14,25,1,19,12
"AJT68816","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",540.0,3,20,28,2,24,5
"VDC42308","0 "," 0","Offline","TMNTOPUP","Top up Wallet",245.0,3,12,12,0,21,8
"VDC67936","0 "," 0","Offline","MYCAT","Top up TELCO",120.0,3,14,11,0,25,12
"VDC42572","16.4363366666666657 "," 101.14511499999999","ภาคกลาง","AIS","Top up TELCO",40.0,3,13,9,2,27,12
"VDC42933","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank",970.0,3,15,41,6,18,6
"VDC69060","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank",424.0,3,9,11,0,11,12
"VDC69071","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,21,15,4,22,9
"VDC42954","0 "," 0","Offline","PEA","Bill Utility",1710.18,3,13,21,3,23,3
"VDC18776","16.0204033333333342 "," 102.739328333333347","ภาคกลาง","AIS","Top up TELCO",100.0,3,5,49,6,31,12
"VDC19153","19.0451033333333335 "," 100.785764999999998","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",90.0,3,19,40,2,31,5
"VDC69169","0 "," 0","Offline","AIS","Top up TELCO",90.0,3,18,55,0,18,12
"VDC32143","0 "," 0","Offline","TMNTOPUP","Top up Wallet",85.0,3,14,58,2,12,4
"AJT793","0 "," 0","Offline","AIS","Top up TELCO",150.0,3,6,47,5,8,7
"VDC32153","14.1513899999999992 "," 100.618974999999992","ภาคกลาง","TMNTOPUP","Top up Wallet",225.0,3,17,55,4,13,10
"VDC43501","13.6180899999999987 "," 100.271115000000009","ภาคกลาง","TMNTOPUP","Top up Wallet",130.0,3,16,2,4,29,12
"VDC70178","0 "," 0","Offline","TMNTOPUP","Top up Wallet",225.0,3,22,54,6,3,12
"VDC71179","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,5,27,6,24,12
"VDC43951","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,5,16,4,22,12
"VDC71714","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,14,43,1,26,12
"VDC71789","13.452515 "," 101.043496599999997","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP",600.0,3,6,54,3,21,12
"VDC44133","0 "," 0","Offline","AIS","Top up TELCO",70.0,3,7,17,3,11,5
"VDC71796","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",700.0,3,18,5,5,4,11
"AJT30467","0 "," 0","Offline","AIS","Top up TELCO",40.0,3,17,41,4,4,8
"AJT14132","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",130.0,3,17,58,0,6,3
"VDC11164","0 "," 0","Offline","DTAC","Top up TELCO",160.0,3,19,32,5,21,10
"VDC32490","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,21,11,5,3,6
"VDC9383","0 "," 0","Offline","DTAC","Top up TELCO",260.0,3,17,52,2,2,8
"VDC9383","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",60.0,3,15,22,3,23,2
"AJT32163","0 "," 0","Offline","TRUE","Top up TELCO",600.0,3,1,13,0,24,7
"VDC9383","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",2700.0,3,17,14,1,25,7
"VDC9383","0 "," 0","Offline","TMNTOPUP","Top up Wallet",85.0,3,18,28,1,6,6
"VDC45065","0 "," 0","Offline","TMNTOPUP","Top up Wallet",200.0,3,0,34,6,10,12
"VDC22751","13.5950233333333319 "," 100.755156666666664","ภาคกลาง","AIS","Top up TELCO",130.0,3,13,31,1,9,5
"VDC32599","0 "," 0","Offline","TRUE","Top up TELCO",60.0,3,18,0,2,24,5
"VDC45264","14.0830550000000017 "," 100.301311666666663","ภาคกลาง","TMNTOPUP","Top up Wallet",360.0,3,18,40,3,22,6
"VDC32631","13.9166283333333318 "," 99.7657950000000113","ภาคกลาง","AIS","Top up TELCO",50.0,3,23,4,6,30,4
"VDC11578","14.6318500000000018 "," 101.608683333333346","ภาคกลาง","TMNTOPUP","Top up Wallet",245.0,3,18,40,5,2,12
"VDC45354","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,9,8,0,27,11
"VDC45359","13.6015766666666647 "," 100.506755000000013","ภาคกลาง","TMNTOPUP","Top up Wallet",60.0,3,20,11,4,29,12
"VDC22764","13.2875583333333331 "," 101.391411666666684","ภาคกลาง","TMNTOPUP","Top up Wallet",60.0,3,22,5,4,29,12
"VDC22806","0 "," 0","Offline","TMNTOPUP","Top up Wallet",450.0,3,1,15,4,29,12
"VDC22819","0 "," 0","Offline","TMNTOPUP","Top up Wallet",180.0,3,14,41,3,19,10
"VDC32757","0 "," 0","Offline","TMNTOPUP","Top up Wallet",130.0,3,18,18,6,8,1
"VDC32768","13.4673466666666659 "," 99.7982500000000101","ภาคกลาง","AIS","Top up TELCO",60.0,3,6,46,5,17,6
"VDC45711","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank",470.0,3,18,31,3,16,11
"VDC45711","0 "," 0","Offline","TMNTOPUP","Top up Wallet",85.0,3,16,50,1,19,12
"VDC45824","0 "," 0","Offline","DTAC","Top up TELCO",130.0,3,11,54,6,14,5
"VDC25140","0 "," 0","Offline","TRUEPROSERM","Add Package",113.0,3,9,32,6,31,12
"VDC46095","14.8486899999999995 "," 100.668701666666678","ภาคกลาง","DTACPROSERM","Add Package",211.0,3,20,37,6,10,12
"VDC46256","0 "," 0","Offline","AIS","Top up TELCO",100.0,3,18,21,1,9,5
"VDC330","13.71129 "," 100.419029699999996","ภาคกลาง","TMNTOPUP","Top up Wallet",110.0,3,18,27,0,10,4
"AJT17648","0 "," 0","Offline","TMNTOPUP","Top up Wallet",110.0,3,7,32,3,20,4
"VDC33240","0 "," 0","Offline","AIS","Top up TELCO",50.0,3,13,9,2,27,12
"VDC46631","13.7926966666666662 "," 100.410578333333348","ภาคกลาง","AIS","Top up TELCO",200.0,3,8,55,2,27,12
"VDC25866","0 "," 0","Offline","TMNTOPUP","Top up Wallet",200.0,3,18,51,5,8,7
"VDC46658","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,13,28,6,10,12
"VDC46941","0 "," 0","Offline","TMNTOPUP","Top up Wallet",85.0,3,10,21,6,17,12
"VDC46948","13.6874016666666645 "," 100.426474999999996","ภาคกลาง","AIS","Top up TELCO",40.0,3,11,31,3,14,9
"VDC25877","0 "," 0","Offline","AIS","Top up TELCO",30.0,3,13,9,2,27,12
"VDC42578","0 "," 0","Offline","AIS","Top up TELCO",40.0,2,13,9,2,27,12
"VDC32011","14.9578999999999986 "," 100.172306666666671","ภาคกลาง","TMNTOPUP","Top up Wallet",110.0,2,13,34,6,31,12
"VDC63542","0 "," 0","Offline","AIS","Top up TELCO",60.0,2,16,49,0,25,9
"AJT28322","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",510.0,2,4,7,1,5,12
"VDC63505","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1880.0,2,15,54,4,22,9
"VDC18748","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",1040.0,2,20,27,4,9,6
"VDC68670","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank",3000.0,2,9,34,5,5,8
"VDC63411","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",160.0,2,11,58,5,23,12
"VDC63411","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",400.0,2,6,54,3,21,12
"VDC63411","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",100.0,2,10,54,3,9,3
"VDC42811","8.01908666666666825 "," 98.9915633333333318","ภาคเหนือ","TMNTOPUP","Top up Wallet",40.0,2,11,20,5,25,2
"VDC63408","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",700.0,2,12,33,2,20,12
"VDC29723","13.9993399999999983 "," 100.682576666666648","ภาคกลาง","TMNTOPUP","Top up Wallet",40.0,2,8,0,0,23,1
"VDC63404","0 "," 0","Offline","DTAC","Top up TELCO",1000.0,2,16,4,4,3,11
"VDC40783","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",400.0,2,12,29,3,12,10
"VDC68829","0 "," 0","Offline","AIS","Top up TELCO",120.0,2,19,11,1,31,10
"VDC48883","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",270.0,2,15,8,4,27,1
"VDC63378","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",150.0,2,16,18,5,30,12
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,11,15,4,27,10
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,10,54,3,9,3
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,16,16,4,10,2
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",70.0,2,16,36,2,8,2
"VDC40558","0 "," 0","Offline","AIS","Top up TELCO",40.0,2,10,13,3,10,8
"VDC15115","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",350.0,2,15,24,2,11,10
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,17,35,2,1,2
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,17,34,2,1,2
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,17,34,2,1,2
"VDC40531","0 "," 0","Offline","TMNTOPUP","Top up Wallet",135.0,2,15,31,6,17,12
"VDC48792","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",150.0,2,7,31,4,1,12
"VDC25714","14.9892266666666654 "," 104.391076666666649","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",90.0,2,17,35,1,26,12
"AJT25384","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",270.0,2,19,6,0,25,9
"VDC29564","0 "," 0","Offline","AIS","Top up TELCO",70.0,2,10,39,2,2,8
"VDC431","14.0350959 "," 100.766160999999997","ภาคกลาง","BAACLOTTO","BAACLOTTO",600.0,2,3,28,4,9,6
"VDC69083","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,6,54,3,21,12
"VDC63151","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",1600.0,2,16,23,4,17,11
"VDC431","14.0350959 "," 100.766160999999997","ภาคกลาง","TMNTOPUP","Top up Wallet",40.0,2,17,38,1,4,4
"VDC34133","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,11,53,4,22,12
"VDC63132","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",620.0,2,13,16,4,26,5
"VDC62950","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",350.0,2,21,9,0,25,12
"VDC62801","0 "," 0","Offline","TRUE","Top up TELCO",400.0,2,11,47,6,19,3
"VDC62801","0 "," 0","Offline","TRUE","Top up TELCO",20.0,2,6,3,2,8,2
"VDC25918","13.5834549999999989 "," 100.686721666666656","ภาคกลาง","AIS","Top up TELCO",100.0,2,13,31,1,9,5
"VDC46948","13.6874016666666645 "," 100.426474999999996","ภาคกลาง","SBMTOPUPWALLET","SBMTOPUPWALLET",100.0,2,0,32,6,15,1
"VDC62801","0 "," 0","Offline","TRUE","Top up TELCO",40.0,2,12,53,4,27,1
"VDC69200","0 "," 0","Offline","AIS","Top up TELCO",40.0,2,12,42,6,24,12
"VDC62801","0 "," 0","Offline","TMNTOPUP","Top up Wallet",270.0,2,11,49,6,19,3
"VDC69252","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",400.0,2,23,9,5,30,12
"VDC69252","0 "," 0","Offline","TMNTOPUP","Top up Wallet",360.0,2,13,17,2,27,12
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP",0.0,2,14,10,5,30,12
"AJT25384","0 "," 0","Offline","DTAC","Top up TELCO",30.0,2,16,36,2,19,7
"VDC46256","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,13,0,0,30,1
"VDC32147","15.8184199999999997 "," 100.081545000000006","ภาคกลาง","AIS","Top up TELCO",50.0,2,7,47,6,10,12
"VDC69339","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",1290.0,2,21,5,0,4,12
"VDC69339","0 "," 0","Offline","TMNTOPUP","Top up Wallet",65.0,2,16,55,2,27,9
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP",0.0,2,12,8,2,27,12
"AJT7407","0 "," 0","Offline","AIS","Top up TELCO",120.0,2,14,43,5,19,8
"VDC69348","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,20,41,0,25,12
"VDC29457","0 "," 0","Offline","AIS","Top up TELCO",30.0,2,11,36,6,5,11
"VDC69364","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1340.0,2,23,15,5,23,9
"VDC40157","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1040.0,2,22,28,1,19,12
"VDC15117","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,9,43,6,30,4
"VDC15117","0 "," 0","Offline","TMNTOPUP","Top up Wallet",90.0,2,8,9,1,11,4
"VDC69465","0 "," 0","Offline","AIS","Top up TELCO",60.0,2,19,11,1,31,10
"VDC48555","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,21,19,0,18,12
"VDC39857","17.6382516666666689 "," 100.084718333333328","ภาคตะวันออกเฉียงเหนือ","TRUE","Top up TELCO",150.0,2,6,24,2,11,10
"VDC69576","0 "," 0","Offline","TRUE","Top up TELCO",70.0,2,5,1,6,10,12
"VDC43418","0 "," 0","Offline","TMNTOPUP","Top up Wallet",135.0,2,3,56,0,11,9
"VDC33999","13.987896666666666 "," 100.573058333333336","ภาคกลาง","AIS","Top up TELCO",40.0,2,9,37,4,5,5
"VDC69707","0 "," 0","Offline","AIS","Top up TELCO",210.0,2,19,48,3,2,11
"VDC43472","0 "," 0","Offline","MYCAT","Top up TELCO",30.0,2,7,32,3,14,12
"VDC39717","17.6243516666666657 "," 100.083886666666658","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",80.0,2,22,20,3,7,12
"VDC15115","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP",0.0,2,9,46,4,3,11
"VDC15117","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",1000.0,2,13,25,2,27,12
"VDC69775","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",600.0,2,8,36,0,25,12
"VDC69775","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",800.0,2,16,30,5,23,12
"VDC15117","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",120.0,2,9,23,1,26,12
"VDC15117","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",120.0,2,9,10,1,21,11
"VDC19781","0 "," 0","Offline","TMNTOPUP","Top up Wallet",90.0,2,13,25,4,29,12
"VDC28962","0 "," 0","Offline","AIS","Top up TELCO",130.0,2,17,56,4,1,12
"AJT2915","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",40.0,2,0,21,2,31,5
"VDC39242","14.0656050000000015 "," 100.625205000000008","ภาคกลาง","TRUE","Top up TELCO",20.0,2,7,52,5,9,9
"VDC39228","0 "," 0","Offline","TMNTOPUP","Top up Wallet",90.0,2,10,44,0,20,11
"VDC39220","13.6887366666666672 "," 100.477991666666668","ภาคกลาง","AIS","Top up TELCO",80.0,2,15,59,5,25,3
"VDC28886","0 "," 0","Offline","PEA","Bill Utility",612.61,2,17,43,3,3,8
"VDC43627","0 "," 0","Offline","AIS","Top up TELCO",150.0,2,7,45,1,17,10
"VDC39194","16.4612633333333314 "," 100.357541666666663","ภาคกลาง","TMNTOPUP","Top up Wallet",180.0,2,14,58,2,12,4
"VDC39189","13.3730716666666662 "," 101.010111666666674","ภาคกลาง","TMNTOPUP","Top up Wallet",40.0,2,16,59,1,7,11
"VDC39160","0 "," 0","Offline","SABUYWASH","SABUYWASH",72.0,2,11,56,1,28,3
"VDC69992","0 "," 0","Offline","AISPROSERM","Add Package",66.0,2,15,11,5,11,11
"VDC15117","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",40.0,2,19,42,4,27,10
"VDC38943","0 "," 0","Offline","TMNTOPUP","Top up Wallet",135.0,2,18,20,0,13,11
"VDC62490","0 "," 0","Offline","TMNTOPUP","Top up Wallet",360.0,2,18,58,6,19,2
"VDC38928","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",2050.0,2,12,9,4,21,4
"VDC62490","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank",940.0,2,18,6,2,20,12
"VDC70178","0 "," 0","Offline","AIS","Top up TELCO",70.0,2,18,56,2,27,12
"VDC15117","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",1000.0,2,13,38,1,17,10
"VDC28165","0 "," 0","Offline","TRUE","Top up TELCO",20.0,2,6,4,2,2,8
"VDC15115","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",100.0,2,17,7,1,18,4
"VDC15117","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",40.0,2,7,40,2,11,10
"VDC38733","16.0421750000000003 "," 101.19626333333332","ภาคกลาง","SBMTOPUPWALLET","SBMTOPUPWALLET",300.0,2,20,18,1,10,1
"VDC70300","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank",200.0,2,11,49,2,15,11
"VDC62007","0 "," 0","Offline","TRUE","Top up TELCO",40.0,2,20,33,3,27,7
"VDC61821","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",3000.0,2,14,48,6,7,5
"VDC61225","13.9101949999999981 "," 99.6036566666666658","ภาคกลาง","AIS","Top up TELCO",30.0,2,8,51,0,13,11
"VDC61182","0 "," 0","Offline","TMNTOPUP","Top up Wallet",110.0,2,18,24,2,16,8
"VDC38524","13.3909333333333311 "," 100.027393333333322","ภาคกลาง","TMNTOPUP","Top up Wallet",40.0,2,19,55,6,24,12
"VDC28057","13.8469666666666669 "," 100.647239999999996","ภาคกลาง","TMNTOPUP","Top up Wallet",270.0,2,13,25,4,1,9
"VDC60702","0 "," 0","Offline","PEA","Bill Utility",1266.9,2,17,59,5,1,4
"VDC70795","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,10,56,4,15,12
"VDC28057","13.8469666666666669 "," 100.647239999999996","ภาคกลาง","DTAC","Top up TELCO",150.0,2,0,18,3,20,4
"VDC70875","0 "," 0","Offline","TRUE","Top up TELCO",50.0,2,14,0,2,13,12
"VDC28056","14.6821950000000019 "," 100.859046666666657","ภาคกลาง","TMNTOPUP","Top up Wallet",360.0,2,13,22,4,24,11
"AJT57374","0 "," 0","Offline","DTAC","Top up TELCO",40.0,2,12,35,4,8,12
"VDC28033","17.3907966666666667 "," 102.770848333333319","ภาคตะวันออกเฉียงเหนือ","AISPROSERM","Add Package",42.0,2,13,29,3,19,10
"VDC60327","0 "," 0","Offline","AISBILL","Bill TELCO",1310.86,2,9,36,1,31,1
"VDC71179","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",70.0,2,10,27,3,28,12
"VDC25835","16.7838233333333307 "," 101.244998333333328","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",30.0,2,13,9,2,27,12
"VDC60096","0 "," 0","Offline","AIS","Top up TELCO",40.0,2,13,39,1,24,10
"VDC60058","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",800.0,2,13,11,0,27,11
"VDC3757","0 "," 0","Offline","AIS","Top up TELCO",20.0,2,13,9,2,27,12
"VDC46427","0 "," 0","Offline","AIS","Top up TELCO",80.0,2,18,34,1,19,12
"VDC48449","0 "," 0","Offline","AIS","Top up TELCO",250.0,2,17,26,1,21,2
"VDC59878","0 "," 0","Offline","TMNTOPUP","Top up Wallet",135.0,2,12,7,6,4,6
"VDC59797","0 "," 0","Offline","PEA","Bill Utility",1530.57,2,10,58,0,27,2
"VDC71789","13.452515 "," 101.043496599999997","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP",700.0,2,18,5,5,4,11
"VDC37226","0 "," 0","Offline","AIS","Top up TELCO",30.0,2,13,9,2,27,12
"VDC33517","0 "," 0","Offline","AIS","Top up TELCO",120.0,2,20,28,0,20,11
"VDC37224","0 "," 0","Offline","AIS","Top up TELCO",30.0,2,13,9,2,27,12
"VDC71790","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,19,48,5,4,11
"VDC59624","13.9875516666666648 "," 100.609956666666676","ภาคกลาง","AIS","Top up TELCO",50.0,2,9,37,4,5,5
"VDC59620","0 "," 0","Offline","AIS","Top up TELCO",50.0,2,17,0,6,26,11
"VDC27813","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,20,24,2,29,3
"VDC59564","0 "," 0","Offline","TRUE","Top up TELCO",20.0,2,19,33,5,16,12
"VDC48403","0 "," 0","Offline","AIS","Top up TELCO",40.0,2,13,9,2,27,12
"VDC36895","13.9823833333333329 "," 99.6405533333333295","ภาคกลาง","TMNTOPUP","Top up Wallet",40.0,2,9,34,1,3,1
"VDC21444","13.0999200000000009 "," 101.012913333333316","ภาคกลาง","AIS","Top up TELCO",150.0,2,11,55,6,16,7
"VDC71795","13.4524933000000004 "," 101.043688299999999","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP",40.0,2,19,48,5,4,11
"VDC71795","13.4524933000000004 "," 101.043688299999999","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP",560.0,2,16,18,5,30,12
"VDC48071","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",460.0,2,21,57,6,24,12
"VDC33504","0 "," 0","Offline","AIS","Top up TELCO",50.0,2,5,38,4,22,12
"VDC27802","13.8273216666666681 "," 100.535736666666679","ภาคกลาง","TMNTOPUP","Top up Wallet",40.0,2,10,28,2,8,11
"VDC15117","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",70.0,2,19,27,3,4,5
"VDC58951","0 "," 0","Offline","AIS","Top up TELCO",40.0,2,13,9,2,27,12
"VDC58903","0 "," 0","Offline","TRUE","Top up TELCO",30.0,2,11,42,0,27,2
"VDC58011","0 "," 0","Offline","PEA","Bill Utility",1690.49,2,20,46,0,5,6
"VDC21502","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,16,50,4,16,6
"VDC36383","16.040770000000002 "," 101.193033333333332","ภาคกลาง","AIS","Top up TELCO",20.0,2,10,52,5,25,11
"VDC15117","0 "," 0","Offline","DTAC","Top up TELCO",20.0,2,20,9,4,27,10
"VDC27559","16.5877400000000002 "," 101.25301833333333","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",20.0,2,13,9,2,27,12
"VDC57359","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",631.0,2,9,49,2,19,4
"VDC15117","0 "," 0","Offline","AISBILL","Bill TELCO",1947.37,2,12,50,1,21,3
"VDC57026","17.1950800000000008 "," 99.7778283333333462","ภาคตะวันตก","SCBDEPOSIT","Transfer to Bank",2000.0,2,18,16,0,3,4
"VDC36126","0 "," 0","Offline","AIS","Top up TELCO",20.0,2,13,9,2,27,12
"VDC44537","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,10,24,2,13,12
"VDC56530","0 "," 0","Offline","PEA","Bill Utility",578.93,2,10,7,0,5,6
"VDC5635","0 "," 0","Offline","TMNTOPUP","Top up Wallet",270.0,2,5,10,4,29,12
"VDC5628","0 "," 0","Offline","TMNTOPUP","Top up Wallet",90.0,2,11,2,2,6,9
"AJT11448","0 "," 0","Offline","TMNTOPUP","Top up Wallet",40.0,2,5,41,3,28,9
"VDC32231","14.5507983333333346 "," 100.921434999999988","ภาคกลาง","TMNTOPUP","Top up Wallet",40.0,2,20,46,4,10,11
"VDC32232","13.5900133333333315 "," 99.8203133333333454","ภาคกลาง","AIS","Top up TELCO",120.0,2,8,59,0,24,7
"VDC56159","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",392.0,2,23,15,5,23,9
"VDC44546","0 "," 0","Offline","DTAC","Top up TELCO",120.0,2,7,59,5,6,5
"VDC10914","16.7275849999999977 "," 102.858763333333329","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",40.0,2,20,17,0,11,12
"VDC56110","0 "," 0","Offline","TMNTOPUP","Top up Wallet",110.0,2,17,59,3,9,2
"VDC72859","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",350.0,2,14,43,5,23,12
"VDC56098","0 "," 0","Offline","DTAC","Top up TELCO",70.0,2,18,37,0,16,10
"VDC72859","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",1100.0,2,16,16,2,20,12
"VDC47922","0 "," 0","Offline","TRUE","Top up TELCO",30.0,2,18,35,0,9,10
"VDC56093","0 "," 0","Offline","AIS","Top up TELCO",50.0,2,17,39,4,10,11
"VDC72859","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",110.0,2,15,47,5,23,12
"VDC72859","0 "," 0","Offline","TRUE","Top up TELCO",40.0,2,14,3,3,21,12
"VDC56069","14.0356983333333343 "," 99.5600099999999912","ภาคกลาง","GSBDEPOSIT","Transfer to Bank",2540.0,2,23,35,4,23,6
"VDC44591","0 "," 0","Offline","TMNTOPUP","Top up Wallet",135.0,2,11,57,1,18,4
"VDC72862","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",320.0,2,15,26,2,20,12
"VDC56069","14.0356983333333343 "," 99.5600099999999912","ภาคกลาง","AIS","Top up TELCO",20.0,2,17,10,4,10,11
"VDC56061","0 "," 0","Offline","TMNTOPUP","Top up Wallet",110.0,2,5,27,2,31,5
"VDC55793","0 "," 0","Offline","TMNTOPUP","Top up Wallet",270.0,2,12,51,6,29,1
