device,lat,lng,region,service,sub_service,sum_amount,count_amount,hour,minute,dofweek,day,month,No
sbm43399,NULL,NULL,NULL,debit,debit,4863,174,14,1,5,30,12,489
sbm165,NULL,NULL,NULL,transferout,transferout,3760,173,15,58,3,2,11,490
sbm43325,NULL,NULL,NULL,debit,debit,2620,172,11,52,1,5,12,491
sbm636,NULL,NULL,NULL,debit,debit,3279,171,16,26,1,12,12,492
sbm48347,NULL,NULL,NULL,debit,debit,4157,171,15,49,6,31,12,493
sbm43404,NULL,NULL,NULL,debit,debit,2457,171,17,1,1,12,12,494
sbm44363,NULL,NULL,NULL,debit,debit,2951,171,3,12,6,10,12,495
sbm43142,NULL,NULL,NULL,debit,debit,2216,170,16,55,4,3,11,496
sbm461,NULL,NULL,NULL,debit,debit,2218,170,11,14,3,7,12,497
sbm42723,NULL,NULL,NULL,debit,debit,3937,170,8,39,5,30,12,498
sbm20931,NULL,NULL,NULL,debit,debit,50251,169,16,24,4,29,12,499
sbm381,NULL,NULL,NULL,debit,debit,4530,169,8,55,2,27,12,500
sbm44844,NULL,NULL,NULL,debit,debit,4046,169,16,28,2,27,12,501
sbm43163,NULL,NULL,NULL,debit,debit,2059,169,13,53,3,26,10,502
sbm45946,NULL,NULL,NULL,debit,debit,1631,169,10,0,4,22,12,503
sbm117,NULL,NULL,NULL,debit,debit,4101,168,9,27,1,26,12,504
sbm49208,NULL,NULL,NULL,debit,debit,1786,168,15,46,2,31,5,505
sbm480,NULL,NULL,NULL,topup,topup,17820,168,8,42,3,2,11,506
sbm38636,NULL,NULL,NULL,dvcashin,dvcashin,9730,168,10,10,5,30,12,507
sbm42726,NULL,NULL,NULL,debit,debit,2990,168,7,55,5,30,12,508
sbm38636,NULL,NULL,NULL,credit,commission,338.45,167,10,10,5,30,12,509
sbm48996,NULL,NULL,NULL,debit,debit,288679,167,19,55,6,31,12,510
sbm48996,NULL,NULL,NULL,topup,topup,290000,167,19,55,6,31,12,511
sbm48996,NULL,NULL,NULL,topupfee,topupfee,1321,167,19,55,6,31,12,512
sbm42850,NULL,NULL,NULL,debit,debit,4348,167,12,2,3,7,12,513
sbm43238,NULL,NULL,NULL,debit,debit,2763,167,15,27,5,23,12,514
sbm53504,NULL,NULL,NULL,debit,debit,2188,167,17,32,3,12,10,515
sbm34727,NULL,NULL,NULL,debit,debit,3298,167,16,52,3,7,12,516
sbm431,NULL,NULL,NULL,debit,debit,4158,167,15,0,2,13,12,517
sbm18173,NULL,NULL,NULL,debit,debit,196182,166,7,21,5,30,12,518
sbm45807,NULL,NULL,NULL,debit,debit,1731,166,8,15,4,22,12,519
sbm43920,NULL,NULL,NULL,dvcashin,dvcashin,15200,166,9,26,6,31,12,520
sbm737,NULL,NULL,NULL,debit,debit,7435.56,166,15,30,2,6,12,521
sbm43405,NULL,NULL,NULL,debit,debit,2543,166,14,23,3,16,11,522
sbm12768,NULL,NULL,NULL,topup,topup,82931,165,8,6,5,30,12,523
sbm43195,NULL,NULL,NULL,debit,debit,3453,165,1,12,2,20,12,524
sbm43200,NULL,NULL,NULL,debit,debit,2447,165,6,21,2,13,9,525
sbm12768,NULL,NULL,NULL,topupfee,topupfee,2475,165,8,6,5,30,12,526
sbm43233,NULL,NULL,NULL,debit,debit,3535,165,22,40,4,29,12,527
sbm18173,NULL,NULL,NULL,topup,topup,197488,165,7,21,5,30,12,528
sbm12768,NULL,NULL,NULL,debit,debit,80456,165,8,6,5,30,12,529
sbm20931,NULL,NULL,NULL,topupfee,topupfee,1320,165,16,24,4,29,12,530
sbm20931,NULL,NULL,NULL,topup,topup,51504,165,16,24,4,29,12,531
sbm39994,NULL,NULL,NULL,debit,debit,1525,165,6,48,2,20,12,532
sbm37033,NULL,NULL,NULL,debit,debit,3824,164,15,30,0,6,11,533
sbm18173,NULL,NULL,NULL,topupfee,topupfee,1306,164,7,21,5,30,12,534
sbm43237,NULL,NULL,NULL,debit,debit,4087,163,12,12,4,29,12,535
sbm43458,NULL,NULL,NULL,debit,debit,3543,163,12,8,5,30,12,536
sbm44333,NULL,NULL,NULL,debit,debit,3586,162,12,10,2,13,12,537
sbm69312,NULL,NULL,NULL,topup,topup,16200,162,19,44,0,23,10,538
sbm676,NULL,NULL,NULL,debit,debit,2545,162,13,58,1,19,12,539
sbm43410,NULL,NULL,NULL,debit,debit,5826,161,10,25,2,27,12,540
sbm43137,NULL,NULL,NULL,debit,debit,2219,161,17,55,1,17,10,541
sbm47628,NULL,NULL,NULL,topup,topup,133000,160,14,9,6,31,12,542
sbm47628,NULL,NULL,NULL,topupfee,topupfee,2323,160,14,9,6,31,12,543
sbm69488,NULL,NULL,NULL,topup,topup,16000,160,10,41,1,24,10,544
sbm69337,NULL,NULL,NULL,topup,topup,16000,160,17,46,5,7,10,545
sbm43172,NULL,NULL,NULL,debit,debit,2179,160,9,20,4,20,10,546
sbm8922,NULL,NULL,NULL,topup,topup,751400,160,6,54,5,30,12,547
sbm66529,NULL,NULL,NULL,topup,topup,16000,160,17,15,5,23,9,548
sbm480,NULL,NULL,NULL,debit,debit,5369,160,18,58,4,22,12,549
sbm69155,NULL,NULL,NULL,topup,topup,16000,160,15,42,4,6,10,550
sbm8922,NULL,NULL,NULL,topupfee,topupfee,819,160,6,54,5,30,12,551
sbm43309,NULL,NULL,NULL,debit,debit,2442,160,15,14,4,1,9,552
sbm43206,NULL,NULL,NULL,debit,debit,1634,160,14,6,4,22,12,553
sbm8922,NULL,NULL,NULL,debit,debit,750581,160,6,54,5,30,12,554
sbm47628,NULL,NULL,NULL,debit,debit,130677,160,14,9,6,31,12,555
sbm42783,NULL,NULL,NULL,debit,debit,6092,160,12,12,4,29,12,556
sbm60903,NULL,NULL,NULL,topup,topup,16000,160,20,40,5,7,10,557
sbm56650,NULL,NULL,NULL,debit,topup_bank,173505.26,159,0,2,1,26,9,558
sbm36151,NULL,NULL,NULL,debit,debit,7150,159,11,30,4,1,12,559
sbm43920,NULL,NULL,NULL,credit,commission,525,159,9,26,6,31,12,560
sbm126,NULL,NULL,NULL,debit,debit,3887,159,14,27,0,16,10,561
sbm556,NULL,NULL,NULL,debit,debit,2555,158,14,54,5,23,12,562
sbm4032,NULL,NULL,NULL,debit,debit,157684,158,20,28,5,30,12,563
sbm4032,NULL,NULL,NULL,topup,topup,159200,158,20,28,5,30,12,564
sbm43174,NULL,NULL,NULL,debit,debit,2565,158,14,9,2,9,8,565
sbm4032,NULL,NULL,NULL,topupfee,topupfee,1516,158,20,28,5,30,12,566
sbm43171,NULL,NULL,NULL,debit,debit,2461,157,20,20,5,30,12,567
sbm49714,NULL,NULL,NULL,credit,commission,368.2,157,9,50,3,28,12,568
sbm121,NULL,NULL,NULL,debit,debit,3374,157,16,6,2,13,12,569
sbm69335,NULL,NULL,NULL,topup,topup,15700,157,16,59,5,7,10,570
sbm83,NULL,NULL,NULL,debit,debit,5929,157,15,58,1,19,12,571
sbm42724,NULL,NULL,NULL,debit,debit,2585,157,12,7,4,29,12,572
sbm43239,NULL,NULL,NULL,debit,debit,3376,156,17,33,1,26,12,573
sbm43080,NULL,NULL,NULL,debit,debit,4086,156,12,58,0,11,12,574
sbm88,NULL,NULL,NULL,debit,debit,6336,156,12,18,3,28,12,575
sbm369,NULL,NULL,NULL,debit,debit,3673,156,14,47,2,27,12,576
sbm51138,NULL,NULL,NULL,debit,debit,2020,155,12,56,2,25,10,577
sbm43164,NULL,NULL,NULL,debit,debit,1922,155,17,15,3,19,10,578
sbm74,NULL,NULL,NULL,debit,debit,2167,155,8,56,2,6,12,579
sbm139,NULL,NULL,NULL,debit,debit,4497.05,155,12,12,4,22,12,580
sbm39,NULL,NULL,NULL,debit,debit,4438,154,10,58,1,26,12,581
sbm58527,NULL,NULL,NULL,debit,topup_bank,208588,154,6,42,4,6,10,582
sbm18140,NULL,NULL,NULL,topup,topup,332850,153,13,19,6,31,12,583
sbm569,NULL,NULL,NULL,debit,debit,4646,153,13,56,5,30,12,584
sbm18140,NULL,NULL,NULL,debit,debit,331806,153,13,19,6,31,12,585
sbm1992,NULL,NULL,NULL,topup,topup,410163,153,18,36,6,31,12,586
sbm1992,NULL,NULL,NULL,topupfee,topupfee,2070,153,18,36,6,31,12,587
sbm542,NULL,NULL,NULL,debit,transfer_bank_scbpayment,10895,153,21,31,6,31,12,588
sbm18140,NULL,NULL,NULL,topupfee,topupfee,1044,153,13,19,6,31,12,589
sbm1992,NULL,NULL,NULL,debit,debit,408093,153,18,36,6,31,12,590
sbm43152,NULL,NULL,NULL,debit,debit,2061,153,14,38,3,28,9,591
sbm39763,NULL,NULL,NULL,debit,debit,3440,152,11,56,1,21,11,592
sbm57832,NULL,NULL,NULL,credit,promotion,11370,152,9,50,5,30,12,593
sbm353,NULL,NULL,NULL,debit,debit,2745,151,17,0,4,22,12,594
sbm615,NULL,NULL,NULL,debit,debit,2337,151,6,49,2,13,12,595
sbm43308,NULL,NULL,NULL,debit,debit,2016,151,16,30,2,14,6,596
sbm39697,NULL,NULL,NULL,debit,debit,169515,150,11,34,5,30,12,597
sbm39697,NULL,NULL,NULL,topupfee,topupfee,1200,150,11,34,5,30,12,598
sbm69712,NULL,NULL,NULL,topup,topup,15000,150,7,14,4,6,10,599
sbm39697,NULL,NULL,NULL,topup,topup,170715,150,11,34,5,30,12,600
sbm359,NULL,NULL,NULL,debit,debit,1889,150,8,20,2,8,11,601
sbm60997,NULL,NULL,NULL,debit,debit,1659,150,16,57,3,28,12,602
sbm43155,NULL,NULL,NULL,debit,debit,2210,150,11,16,1,19,12,603
sbm44400,NULL,NULL,NULL,debit,debit,4448,150,12,24,4,29,12,604
sbm43344,NULL,NULL,NULL,debit,debit,2368,149,22,18,5,9,12,605
sbm427,NULL,NULL,NULL,debit,debit,2197,149,7,9,5,30,12,606
sbm37450,NULL,NULL,NULL,debit,debit,158793,148,8,56,5,30,12,607
sbm43360,NULL,NULL,NULL,debit,debit,3385,148,12,1,4,29,12,608
sbm37450,NULL,NULL,NULL,topup,topup,159974,148,8,56,5,30,12,609
sbm37450,NULL,NULL,NULL,topupfee,topupfee,1181,148,8,56,5,30,12,610
sbm402,NULL,NULL,NULL,debit,debit,4387,148,9,25,1,19,12,611
sbm9770,NULL,NULL,NULL,topup,topup,209000,147,8,30,5,30,12,612
sbm42627,NULL,NULL,NULL,topup,topup,199280,147,13,28,6,31,12,613
sbm9770,NULL,NULL,NULL,topupfee,topupfee,2196,147,8,30,5,30,12,614
sbm42627,NULL,NULL,NULL,debit,debit,197093,147,13,28,6,31,12,615
sbm44401,NULL,NULL,NULL,debit,debit,4131,147,11,22,5,30,12,616
sbm42627,NULL,NULL,NULL,topupfee,topupfee,2187,147,13,28,6,31,12,617
sbm341,NULL,NULL,NULL,debit,debit,4204,147,17,36,2,27,12,618
sbm9770,NULL,NULL,NULL,debit,debit,206804,147,8,30,5,30,12,619
sbm60886,NULL,NULL,NULL,debit,topup_bank,202421,146,15,15,4,6,10,620
sbm49738,NULL,NULL,NULL,debit,debit,4511,146,16,26,5,30,12,621
sbm421,NULL,NULL,NULL,debit,debit,2079,146,7,10,1,17,10,622
sbm526,NULL,NULL,NULL,debit,debit,4365.58,146,16,26,0,25,12,623
sbm42704,NULL,NULL,NULL,debit,debit,1464,146,13,21,3,28,12,624
sbm366,NULL,NULL,NULL,debit,debit,3536,146,14,38,4,26,5,625
sbm51954,NULL,NULL,NULL,debit,debit,1510,146,11,37,3,28,12,626
sbm42727,NULL,NULL,NULL,debit,debit,2584,146,18,14,1,12,12,627
sbm42775,NULL,NULL,NULL,debit,debit,3201,145,5,51,5,30,12,628
sbm53639,NULL,NULL,NULL,debit,debit,1387,145,15,30,5,23,12,629
sbm616,NULL,NULL,NULL,debit,debit,2800,145,16,36,1,23,5,630
sbm60976,NULL,NULL,NULL,debit,topup_bank,202695,145,9,15,4,6,10,631
sbm43339,NULL,NULL,NULL,debit,debit,2592,144,12,7,0,11,12,632
sbm154,NULL,NULL,NULL,debit,debit,4328,144,16,37,3,7,12,633
sbm57349,NULL,NULL,NULL,debit,debit,1573,144,17,18,0,25,12,634
sbm44921,NULL,NULL,NULL,debit,debit,3154,144,7,59,3,28,12,635
sbm428,NULL,NULL,NULL,debit,debit,3809,143,10,0,1,19,12,636
sbm44999,NULL,NULL,NULL,debit,debit,1789,143,12,15,3,7,12,637
sbm58608,NULL,NULL,NULL,debit,topup_bank,196524,143,6,43,4,6,10,638
sbm50,NULL,NULL,NULL,debit,debit,1560,143,17,9,2,27,12,639
sbm188,NULL,NULL,NULL,debit,debit,4900,143,16,18,4,1,12,640
sbm51400,NULL,NULL,NULL,debit,debit,3609,143,11,11,5,30,12,641
sbm69473,NULL,NULL,NULL,topup,topup,14200,142,23,42,5,7,10,642
sbm59787,NULL,NULL,NULL,debit,topup_bank,202310,142,5,29,4,6,10,643
sbm43150,NULL,NULL,NULL,debit,debit,2801,141,17,9,4,20,10,644
sbm53357,NULL,NULL,NULL,debit,debit,1381,141,10,40,4,29,12,645
sbm8309,NULL,NULL,NULL,topupfee,topupfee,1222,141,19,48,3,28,12,646
sbm8309,NULL,NULL,NULL,debit,debit,484978,141,19,48,3,28,12,647
sbm8309,NULL,NULL,NULL,topup,topup,486200,141,19,48,3,28,12,648
sbm69161,NULL,NULL,NULL,topup,topup,14000,140,17,46,3,5,10,649
sbm63332,NULL,NULL,NULL,topup,topup,14046,140,14,32,4,6,10,650
sbm69288,NULL,NULL,NULL,topup,topup,14000,140,14,45,3,5,10,651
sbm57955,NULL,NULL,NULL,debit,debit,1849,140,17,16,5,23,12,652
sbm51318,NULL,NULL,NULL,debit,debit,1708,140,22,32,2,6,12,653
sbm52282,NULL,NULL,NULL,debit,debit,1749,140,12,15,5,16,12,654
sbm72,NULL,NULL,NULL,debit,debit,3612,140,15,40,3,28,12,655
sbm53759,NULL,NULL,NULL,debit,debit,1373,140,13,44,1,26,12,656
sbm69284,NULL,NULL,NULL,topup,topup,14000,140,15,3,3,5,10,657
sbm20552,NULL,NULL,NULL,topupfee,topupfee,1091,139,9,53,6,31,12,658
sbm20552,NULL,NULL,NULL,debit,debit,247989,139,9,53,6,31,12,659
sbm592,NULL,NULL,NULL,debit,debit,3998,139,17,2,5,30,9,660
sbm51273,NULL,NULL,NULL,debit,debit,1472,139,14,33,6,4,6,661
sbm185,NULL,NULL,NULL,debit,debit,4416,139,15,50,5,25,11,662
sbm11414,NULL,NULL,NULL,debit,debit,113781,139,9,7,2,27,12,663
sbm46347,NULL,NULL,NULL,topup,topup,250872,139,16,19,6,31,12,664
sbm20552,NULL,NULL,NULL,topup,topup,249080,139,9,53,6,31,12,665
sbm11414,NULL,NULL,NULL,topupfee,topupfee,2079,139,9,7,2,27,12,666
sbm49938,NULL,NULL,NULL,debit,debit,1787,139,17,13,0,11,12,667
sbm11414,NULL,NULL,NULL,topup,topup,115860,139,9,7,2,27,12,668
sbm61344,NULL,NULL,NULL,debit,topup_bank,196033,138,7,42,4,6,10,669
sbm22288,NULL,NULL,NULL,debit,debit,242556,138,14,14,5,30,12,670
sbm56468,NULL,NULL,NULL,credit,commission,269.85,138,10,57,6,31,12,671
sbm22288,NULL,NULL,NULL,topup,topup,243558,138,14,14,5,30,12,672
sbm56468,NULL,NULL,NULL,dvcashin,dvcashin,7635,138,10,57,6,31,12,673
sbm22288,NULL,NULL,NULL,topupfee,topupfee,1002,138,14,14,5,30,12,674
sbm69862,NULL,NULL,NULL,debit,transfer_bank_scbpayment,17375,138,0,40,6,31,12,675
sbm56631,NULL,NULL,NULL,debit,debit,1542,138,0,33,5,14,10,676
sbm561,NULL,NULL,NULL,debit,debit,3675,137,16,48,5,30,12,677
sbm42715,NULL,NULL,NULL,debit,debit,3725,137,12,21,2,20,12,678
sbm56735,NULL,NULL,NULL,debit,topup_bank,177930,137,0,47,4,6,10,679
sbm37235,NULL,NULL,NULL,debit,debit,3025,137,8,13,4,22,12,680
sbm46347,NULL,NULL,NULL,debit,debit,248081,136,16,19,6,31,12,681
sbm46347,NULL,NULL,NULL,topupfee,topupfee,1191,136,16,19,6,31,12,682
sbm56648,NULL,NULL,NULL,debit,topup_bank,192811,136,5,35,4,6,10,683
sbm43079,NULL,NULL,NULL,debit,debit,2854,136,11,40,5,23,12,684
sbm320,NULL,NULL,NULL,debit,debit,2621,136,11,30,6,20,8,685
sbm59409,NULL,NULL,NULL,debit,topup_bank,186102,136,9,19,4,6,10,686
sbm52047,NULL,NULL,NULL,debit,debit,2070,136,16,37,3,9,11,687
sbm36147,NULL,NULL,NULL,debit,debit,5351,136,13,35,4,15,12,688
sbm43370,NULL,NULL,NULL,debit,debit,2774,136,22,2,5,9,12,689
sbm17625,NULL,NULL,NULL,topupfee,topupfee,937,135,11,54,4,17,11,690
sbm_dlink,NULL,NULL,NULL,dvcashin,dvcashin,100988.27,135,10,24,4,31,3,691
sbm17625,NULL,NULL,NULL,topup,topup,327916,135,11,54,4,17,11,692
sbm17625,NULL,NULL,NULL,debit,debit,326979,135,11,54,4,17,11,693
sbm56642,NULL,NULL,NULL,debit,debit,1731,135,10,23,4,15,12,694
sbm43167,NULL,NULL,NULL,debit,debit,2160,135,16,41,3,10,8,695
sbm57760,NULL,NULL,NULL,debit,debit,1445,135,12,17,3,28,12,696
sbm54286,NULL,NULL,NULL,debit,debit,1638,135,11,45,1,26,12,697
sbm59956,NULL,NULL,NULL,debit,topup_bank,191206,135,6,41,4,6,10,698
sbm43217,NULL,NULL,NULL,debit,debit,2815,135,11,32,5,30,12,699
sbm42712,NULL,NULL,NULL,debit,debit,3190,134,7,36,3,7,12,700
sbm34692,NULL,NULL,NULL,debit,debit,1343,134,14,26,1,5,9,701
sbm41393,NULL,NULL,NULL,dvcashin,dvcashin,4562,134,10,20,3,28,12,702
sbm56641,NULL,NULL,NULL,topup,topup,13500,134,17,43,0,2,10,703
sbm44840,NULL,NULL,NULL,debit,debit,5375,134,8,20,6,24,12,704
